2.230745,-1.304342,0.503232,0.165603,-0.100234,-0.288019,-0.453622,-0.025707,0.043087,-0.097460,0.108839,0.084576
2.428688,-0.952002,0.554064,0.304153,-0.034765,-0.302915,-0.405218,-0.032207,0.029055,-0.084075,0.080556,0.099330
2.667264,-0.957032,0.421356,0.358719,-0.093101,-0.299509,-0.385836,-0.177004,0.001559,-0.007540,0.044908,0.058043
2.635295,-0.990234,0.408294,0.331916,-0.072920,-0.311226,-0.397238,-0.129178,0.007326,-0.019113,0.088331,0.063110
2.682590,-1.116654,0.545907,0.285901,-0.034637,-0.310793,-0.465673,-0.047274,0.008257,-0.103011,0.097905,0.038077
2.624637,-0.977679,0.552101,0.298781,-0.105792,-0.336173,-0.425495,-0.018486,0.047251,-0.149406,0.014423,0.079062
2.228649,-0.493889,0.250430,0.366005,-0.114558,-0.366360,-0.388764,0.026334,-0.012183,-0.119920,0.016716,0.066177
2.466645,-0.673384,0.362498,0.261014,-0.040434,-0.373310,-0.358845,0.015633,-0.038472,-0.125830,0.047866,0.045488
2.667399,-0.906743,0.445262,0.258198,-0.034455,-0.355370,-0.387975,-0.009698,-0.051415,-0.130077,0.069699,0.040892
2.724511,-0.988173,0.462579,0.251400,0.011193,-0.355685,-0.432609,-0.008123,-0.067778,-0.119635,0.103303,0.002685
2.739530,-0.992769,0.444777,0.242532,0.048404,-0.353477,-0.440330,-0.006368,-0.082635,-0.097787,0.119980,-0.031984
2.757391,-1.002086,0.444856,0.268570,0.013578,-0.334545,-0.450431,-0.027183,-0.027280,-0.102918,0.095616,-0.003241
2.766361,-1.053359,0.478864,0.270842,-0.005201,-0.334406,-0.436713,-0.023522,-0.052243,-0.116291,0.105587,-0.006544
2.626266,-0.970823,0.431825,0.322263,-0.051157,-0.344921,-0.382959,-0.075384,-0.044365,-0.068342,0.070564,-0.001536
2.409933,-0.786130,0.313624,0.431692,-0.150694,-0.309427,-0.364094,-0.135718,-0.014694,-0.037977,0.022701,0.015868
2.418545,-0.803531,0.310603,0.443854,-0.179651,-0.306612,-0.367560,-0.145476,-0.014885,-0.036067,0.023525,0.019084
2.778011,-1.083512,0.462434,0.346923,-0.111850,-0.313194,-0.406628,-0.163124,-0.028399,-0.061935,0.043860,0.027964
2.770893,-1.052209,0.443748,0.338807,-0.102514,-0.308556,-0.407072,-0.182762,-0.033588,-0.042051,0.040109,0.015595
2.403562,-0.760048,0.275126,0.416780,-0.154292,-0.290829,-0.392830,-0.195381,-0.020446,-0.009905,0.025318,0.015230
2.712610,-1.030693,0.460044,0.332651,-0.138613,-0.270433,-0.405020,-0.237351,-0.018581,-0.021459,0.019829,0.024580
2.765853,-1.118134,0.495403,0.352018,-0.147099,-0.286225,-0.397265,-0.246871,-0.056159,-0.015643,0.040488,0.003415
2.793355,-1.157391,0.494184,0.364965,-0.138511,-0.299977,-0.402721,-0.248389,-0.068964,-0.008834,0.046200,-0.018602
2.461008,-0.874136,0.338549,0.410746,-0.162727,-0.316411,-0.351022,-0.244289,-0.072522,0.017487,0.037249,-0.028257
2.787326,-1.143127,0.503684,0.328245,-0.133948,-0.301012,-0.393091,-0.225239,-0.113400,-0.034341,0.089098,-0.021183
2.752424,-1.138733,0.514731,0.319194,-0.126013,-0.321284,-0.400139,-0.216253,-0.139504,-0.044754,0.104270,-0.022226
2.600391,-0.984898,0.475668,0.320712,-0.137922,-0.331665,-0.389536,-0.246757,-0.123473,-0.006275,0.087494,-0.026958
2.588932,-0.928632,0.447872,0.343126,-0.167380,-0.307012,-0.385836,-0.298466,-0.103508,0.015325,0.061908,-0.012241
2.671443,-1.051355,0.515495,0.288826,-0.135285,-0.299910,-0.421921,-0.288289,-0.131265,-0.012677,0.078132,-0.014802
2.751996,-1.034141,0.497028,0.244785,-0.109430,-0.275718,-0.454920,-0.294771,-0.130292,-0.013523,0.100397,-0.026679
2.758973,-1.002720,0.479613,0.252276,-0.179200,-0.247518,-0.412793,-0.336936,-0.108896,0.019527,0.081365,-0.020156
2.369412,-0.693594,0.278076,0.361116,-0.248561,-0.254407,-0.356127,-0.327294,-0.130474,0.055023,0.080747,-0.032292
2.299721,-0.637734,0.237188,0.344019,-0.214855,-0.267659,-0.345182,-0.305440,-0.135727,0.055331,0.081902,-0.046051
2.556837,-0.851689,0.385020,0.232860,-0.141227,-0.289221,-0.365833,-0.288652,-0.134741,0.045004,0.099018,-0.055678
2.751085,-1.098523,0.521806,0.200711,-0.122684,-0.255654,-0.432031,-0.274226,-0.156401,-0.002096,0.135417,-0.070497
2.686998,-1.073241,0.529238,0.215786,-0.112748,-0.267839,-0.418594,-0.271071,-0.170884,0.001679,0.134368,-0.071462
2.494592,-0.902638,0.440257,0.297400,-0.180679,-0.265122,-0.346919,-0.326109,-0.129998,0.047048,0.075975,-0.048090
2.451464,-0.901356,0.453822,0.316308,-0.189020,-0.233837,-0.338015,-0.372034,-0.126842,0.067547,0.054283,-0.048855
2.590054,-1.016827,0.539117,0.270769,-0.129172,-0.208539,-0.402095,-0.371412,-0.125296,0.050624,0.067073,-0.052447
2.607391,-1.081148,0.590583,0.286953,-0.108536,-0.235738,-0.434973,-0.344171,-0.144227,0.026591,0.100878,-0.056605
2.574602,-1.046692,0.577796,0.325261,-0.105305,-0.248752,-0.400026,-0.357147,-0.156720,0.060413,0.090482,-0.078328
2.155953,-0.653464,0.334565,0.450536,-0.172592,-0.232523,-0.342995,-0.368288,-0.122788,0.092034,0.058114,-0.072040
2.293767,-0.829868,0.523649,0.346450,-0.121161,-0.235142,-0.356143,-0.328217,-0.111561,0.061717,0.069737,-0.072820
2.416902,-0.965069,0.653341,0.268685,-0.079397,-0.231574,-0.396356,-0.259163,-0.138230,0.017597,0.116024,-0.085282
2.457035,-0.985402,0.659925,0.285665,-0.049861,-0.210669,-0.398479,-0.231554,-0.124319,-0.015436,0.103290,-0.077917
2.524979,-1.058412,0.706533,0.311394,-0.040029,-0.168485,-0.415416,-0.244403,-0.085709,-0.021779,0.058529,-0.087528
